Lead ID,Name,Role,Industry,Posts Engaged,Connections,Engagement Rate,Recent Activity
2243,Stephanie Hughes,Management Accountant,Travel & Tourism,17.1,1326,0.44,Inactive
2244,Abigail Bell,Operations Manager,Engineering,15.5,1383,0.55,Inactive
2245,Sonia Dickens,Kitchen Porter,Production,16.9,1467,0.57,Active
2246,Claire Morrison,Junior Legal Counsel,Law enforcement / Security,6.7,147,0.19,Inactive
2247,Michelle Alsop,Transportation Manager,Customer service,24.9,1818,0.14,Active
2248,Stephen Graham,Construction Foreman,Logistics,17.1,1957,0.36,Active
2249,Liam Sharp,Pathologist,Hospitality,9.9,658,0.48,Inactive
2250,Anne Cameron,Sales Development Manager,Real estate,14.0,917,0.42,Inactive
2251,Bella Henderson,Hotel Manager,Healthcare,16.7,1007,0.37,Active
2252,Amy Marshall,Application Developer,Healthcare,10.3,335,0.39,Inactive
2253,John Butler,Senior Software Developer,Media,9.0,1034,0.29,Active
2254,Theresa Wilson,Engagement Manager,Legal,15.8,989,0.18,Active
2255,Ava Skinner,Rails Developer,Retail,18.5,1328,0.55,Active
2256,Paul Hunter,Graphic Designer,Accounting,24.7,492,0.12,Active
2257,Joan Bailey,Industrial Organizational Psychologist,Human Resources (HR),16.4,623,0.42,Inactive
2258,Kimberly Walker,Non-Profit Executive Director,Engineering,17.2,544,0.28,Active
2259,Rebecca Hodges,Senior Operations Engineer,Legal,23.8,899,0.5,Inactive
2260,Audrey Mackenzie,Event Planner,IT and Development,8.1,1584,0.12,Inactive
2261,Joseph Miller,Security Engineer,Retail,20.9,381,0.31,Active
2262,Rebecca Dyer,CTO (Chief Technology Officer),Sales,8.7,887,0.6,Inactive
2263,Paul Smith,Compliance Officer,Pharmaceuticals,20.2,1110,0.56,Inactive
2264,James Jones,Mover,Marketing,17.0,1234,0.44,Active
2265,Blake Slater,Payroll Accountant,Administrative,15.4,202,0.52,Inactive
2266,Sue Russell,Security Guard,Educator & Education,24.7,1102,0.37,Active
2267,Penelope Terry,Full Cycle Recruiter,Accounting,14.8,1991,0.23,Active
2268,Audrey Dickens,Design Engineer,Production,24.2,1868,0.41,Active
2269,Caroline Allan,Peer Support Specialist,Finance,7.7,1116,0.14,Inactive
2270,Sam Kerr,Inventory Specialist,Retail,14.0,1549,0.6,Active
2271,Adrian Vaughan,Shift Leader,Real estate,19.5,1730,0.28,Active
2272,Jason Paterson,Medical Scribe,Accounting,8.5,561,0.35,Inactive
2273,Owen Glover,Payroll Manager,Corporate training,15.0,977,0.1,Inactive
2274,Adrian Anderson,Warehouse Manager,Design,19.4,499,0.46,Inactive
2275,Jake Lee,Operations Coordinator,Logistics,7.1,762,0.33,Inactive
2276,Angela Dyer,Enterprise Architect,Administrative,9.5,151,0.36,Inactive
2277,Jake Underwood,Software Architect,Legal,13.6,1794,0.23,Inactive
2278,Amanda Hughes,Chief Talent Officer,Real estate,24.7,1422,0.58,Inactive
2279,Liam Nash,Loan Processor,Educator & Education,16.5,254,0.17,Inactive
2280,Nicholas Mackay,Criminal Investigator,Sales,17.6,326,0.29,Active
2281,Amy Campbell,Junior Legal Counsel,Public Relations (PR),23.9,1824,0.3,Active
2282,Justin Terry,Personal Assistant,Logistics,22.9,1993,0.38,Active
2283,Isaac Wright,VP Talent Management,Facilities,18.7,1696,0.21,Inactive
2284,Felicity MacLeod,AI Auditor,Customer service,11.7,306,0.43,Active
2285,Peter Buckland,Scrum Master,Human Resources (HR),13.1,1803,0.59,Inactive
2286,Austin Paterson,Administrative officer,Construction,15.8,1152,0.16,Inactive
2287,Warren Peters,Service Writer,Logistics,12.0,1250,0.4,Inactive
2288,Ryan King,Support Engineer,Educator & Education,24.3,567,0.39,Inactive
2289,Tracey Underwood,Senior Operations Engineer,Real estate,18.7,1366,0.23,Inactive
2290,Stephen Simpson,Mortgage Loan Processor,Design,23.2,298,0.47,Active
2291,Blake Tucker,ER Nurse,Human Resources (HR),16.1,1806,0.5,Active
2292,Ruth Ogden,Architect,Logistics,12.2,418,0.49,Active
2293,Evan Knox,Visual Designer,Customer service,20.6,110,0.33,Active
2294,Dorothy Tucker,Junior SEM/SEO Specialist,Administrative,23.0,168,0.52,Active
2295,Jasmine Sutherland,Investment Banker,IT and Development,9.5,1174,0.1,Active
2296,Alan Hill,CTO (Chief Technology Officer),Sales,9.3,768,0.54,Active
2297,Virginia Clark,Medical Office Manager,Sales,9.7,230,0.48,Active
2298,Harry Payne,Athletic Trainer,Public Relations (PR),16.4,764,0.13,Inactive
2299,Joanne Martin,Dentist,Sales,10.7,498,0.3,Active
2300,Vanessa Peake,Food Service Worker,Construction,6.5,1132,0.55,Inactive
2301,Trevor Hodges,Production Manager,Real estate,10.9,484,0.39,Active
2302,Benjamin Parr,Public Relations (PR) Officer,Construction,18.3,1788,0.24,Active
2303,Joshua Morgan,Real Estate Broker,Law enforcement / Security,17.1,675,0.46,Active
2304,Theresa Mackay,Payroll Administrator,Real estate,17.3,853,0.15,Inactive
2305,Jake Paige,Mortgage Loan Officer,Travel & Tourism,13.6,734,0.16,Inactive
2306,James Morrison,Front Office Manager,Production,22.0,112,0.32,Active
2307,Dan Ball,Cloud Engineer,Design,10.1,1781,0.17,Active
2308,Jan Russell,Lead Product Marketing Writer,Pharmaceuticals,12.2,886,0.17,Inactive
2309,Ella Lyman,Payroll Officer,Marketing,19.6,1246,0.47,Active
2310,Lisa Churchill,Forklift Operator,Law enforcement / Security,6.3,1950,0.39,Inactive
2311,Stewart Sanderson,Sales Representative,Real estate,5.5,955,0.15,Inactive
2312,Trevor Duncan,Finance Officer,Legal,12.6,697,0.19,Active
2313,Jessica Jackson,Service Writer,Production,9.8,1398,0.37,Active
2314,Sonia Wallace,Unit Secretary,Accounting,17.8,988,0.54,Inactive
2315,Stephanie Oliver,Delivery Driver,Production,10.4,701,0.54,Active
2316,Justin Miller,Sales Enablement Coordinator,Human Resources (HR),16.1,311,0.42,Active
2317,Deirdre Oliver,Fleet Manager,Engineering,13.1,962,0.44,Inactive
2318,Julia Walsh,Content Marketing Intern,Sales,20.2,1529,0.22,Inactive
2319,Colin Thomson,Community Liason,Administrative,8.3,1787,0.39,Active
2320,Andrew Lewis,Senior QA Automation Engineer,Educator & Education,9.8,924,0.27,Inactive
2321,Maria Walsh,Real Estate Agent,Facilities,21.5,155,0.26,Active
2322,Sam Ferguson,Bursar,Human Resources (HR),17.6,363,0.5,Active
2323,Jason Nash,Stockbroker,Finance,24.1,976,0.36,Inactive
2324,Madeleine Martin,Unit Clerk,Logistics,19.8,1298,0.22,Active
2325,Faith Forsyth,Marketing Strategist,Sales,5.9,985,0.12,Active
2326,Eric Martin,Client Relations Manager,Media,12.5,1802,0.34,Inactive
2327,Irene Dyer,Retail Clerk,Sales,17.3,110,0.2,Inactive
2328,Julia Langdon,Software Architect,Human Resources (HR),18.1,1241,0.5,Inactive
2329,Jacob Turner,Hotel Concierge,Engineering,20.7,1311,0.16,Active
2330,Michelle Dickens,Payroll Officer,Healthcare,12.7,1183,0.41,Active
2331,David Manning,Social Media Advertising Administrator,Construction,18.3,389,0.5,Active
2332,Hannah Bower,Teacher,Healthcare,9.2,246,0.38,Inactive
2333,Adrian Powell,Shift Leader,Law enforcement / Security,7.8,1871,0.35,Active
2334,Eric Hodges,Accounting Intern,Design,11.5,370,0.33,Active
2335,Amanda Dowd,Marketing Analyst,Corporate training,15.6,210,0.4,Active
2336,Christian MacLeod,Senior Account Executive,Production,7.6,733,0.42,Active
2337,Ryan Jackson,Product Copywriter,IT and Development,6.9,1649,0.24,Active
2338,Hannah Blake,Regional Sales Manager,Travel & Tourism,13.2,1088,0.59,Inactive
2339,Donna Nolan,Backend Javascript Developer,Retail,14.1,658,0.34,Active
2340,Warren Rutherford,Mechanical Engineer,Facilities,22.2,983,0.27,Active
2341,Theresa Ogden,Estimator,Legal,16.1,733,0.48,Inactive
2342,Pippa Ogden,Telecommunications Specialist,Design,22.2,334,0.39,Active
2343,Colin Welch,Business Manager,Law enforcement / Security,6.7,1580,0.3,Active
2344,Dan Turner,Psychiatrist,Logistics,20.0,1547,0.56,Active
2345,Amelia Clarkson,Territory Manager,Law enforcement / Security,8.1,1633,0.17,Active
2346,Rose Lee,Registrar,Construction,11.1,1023,0.57,Inactive
2347,Justin Anderson,Financial Consultant,Human Resources (HR),19.1,604,0.41,Inactive
2348,Fiona Paige,Logistics Manager,Finance,8.2,1958,0.52,Active
2349,Rebecca Wallace,Frontend Team Lead,Educator & Education,19.9,135,0.51,Inactive
2350,Joseph Payne,Sanitation Worker,Marketing,6.2,1870,0.21,Inactive
2351,Anthony Lambert,Production Worker,Engineering,21.8,894,0.11,Active
2352,Benjamin Miller,Receiving Clerk,Hospitality,5.2,1455,0.39,Inactive
2353,Thomas Russell,Neuropsychologist,Engineering,22.4,950,0.25,Inactive
2354,Victoria Henderson,Talent Acquisition Specialist,Sales,5.9,1977,0.48,Active
2355,Stephen Glover,Sales Director,Retail,15.8,1241,0.24,Active
2356,Leah Buckland,Financial Adviser,Law enforcement / Security,13.4,1300,0.37,Active
2357,Chloe Rampling,Bursar,Healthcare,8.8,931,0.27,Active
2358,Wanda Terry,Head of Operations,Design,21.5,1140,0.54,Active
2359,Sophie Tucker,Construction Project Manager,Engineering,21.3,321,0.46,Inactive
2360,Jason Sutherland,Strategic Planner,Healthcare,17.6,822,0.31,Active
2361,Steven Mathis,Programmer,Logistics,18.8,1999,0.14,Inactive
2362,Brian Glover,Clinical Pharmacist,Pharmaceuticals,10.0,1395,0.6,Active
2363,Max Wallace,Mason,Educator & Education,9.5,1968,0.11,Inactive
2364,Irene Dyer,Program Assistant,Hospitality,19.4,1000,0.26,Inactive
2365,Lily Morgan,Forensic Pathologist,IT and Development,24.0,804,0.31,Inactive
2366,Sean Cameron,Line Cook,Accounting,19.4,1957,0.26,Active
2367,Connor Rutherford,Development Director,Construction,14.6,1910,0.1,Active
2368,Ella Young,Sales Recruiter,Construction,5.5,1717,0.52,Active
2369,Stewart Hemmings,Test Engineer,Marketing,17.2,457,0.25,Active
2370,Dylan Oliver,Senior Python Developer,Educator & Education,17.1,110,0.12,Inactive
2371,Abigail Payne,Diversity and Inclusion Manager,Retail,15.1,1216,0.53,Inactive
2372,Simon Smith,Tire Technician,Media,12.9,608,0.24,Active
2373,Evan Ellison,Webmaster,Sales,13.6,364,0.18,Active
2374,Carolyn Wilson,Social Media Advertising Administrator,Media,16.0,225,0.45,Active
2375,Victoria Vaughan,Crane Operator,IT and Development,20.0,687,0.32,Active
2376,Nicholas Martin,Sourcing Manager,Law enforcement / Security,11.2,1409,0.14,Active
2377,Melanie Morrison,Surgical Technician,Retail,16.5,1730,0.46,Active
2378,Sonia Manning,Dishwasher,Construction,13.7,1102,0.32,Active
2379,Alan White,Sound Engineer,IT and Development,15.7,602,0.11,Inactive
2380,Alan Hemmings,Plant Manager,Media,6.6,1967,0.53,Active
2381,Trevor Butler,School Administrator,IT and Development,8.3,1397,0.16,Active
2382,Leonard Metcalfe,Senior Data Engineer,Law enforcement / Security,8.0,1125,0.37,Inactive
2383,Jan McGrath,Technical Architect,Media,19.2,774,0.12,Inactive
2384,Grace Kerr,Marketing Executive,Retail,11.9,1758,0.4,Active
2385,Colin Turner,Community Liason,Travel & Tourism,6.2,1533,0.38,Inactive
2386,Jan Ince,Programs Marketing Associate,Educator & Education,10.8,594,0.1,Active
2387,Phil Hughes,Psychologist,Legal,13.7,1819,0.57,Inactive
2388,Michelle Butler,Lead Researcher,IT and Development,19.4,1110,0.41,Inactive
2389,Joe Peake,Medical Biller,Administrative,24.1,1153,0.27,Active
2390,Joseph Manning,File Clerk,Public Relations (PR),14.8,1156,0.3,Inactive
2391,Ian Avery,Talent Acquisition Specialist,Administrative,12.1,1618,0.2,Active
2392,Vanessa Skinner,Solution architect,Travel & Tourism,8.6,1521,0.42,Inactive
2393,Keith Oliver,Cloud Architect,Sales,12.7,666,0.45,Active
2394,Leonard McGrath,Referral Coordinator,Healthcare,12.0,880,0.3,Active
2395,Victor Stewart,Personal Care Assistant,Human Resources (HR),20.0,1664,0.52,Active
2396,Andrea Thomson,Payroll Specialist,Corporate training,16.1,313,0.17,Inactive
2397,Theresa Underwood,PR Executive,Accounting,18.1,1885,0.34,Inactive
2398,Tim Bailey,Kitchen Manager,Customer service,16.2,1402,0.25,Active
2399,Diana Hudson,Financial Planner,Healthcare,21.9,1101,0.36,Inactive
2400,Victoria Avery,Data Manager,Customer service,23.7,215,0.12,Active
2401,Andrew Quinn,Baker,Production,22.4,429,0.35,Active
2402,Gordon Vaughan,Copy Editor,Construction,11.3,1875,0.35,Active
2403,Sam Abraham,Makeup Artist,Healthcare,12.8,193,0.48,Inactive
2404,Neil Pullman,Concrete Laborer,Educator & Education,21.6,1540,0.39,Inactive
2405,Lillian Hill,Mental Health Technician,Real estate,13.6,811,0.59,Active
2406,Adrian Bower,HR Coordinator,IT and Development,9.9,1120,0.21,Inactive
2407,Gordon Smith,Training Facilitator,IT and Development,6.7,302,0.3,Inactive
2408,Fiona Davies,Quality Manager,Facilities,12.7,1408,0.5,Inactive
2409,Fiona Bower,Accountant,Design,19.3,884,0.46,Active
2410,Oliver Graham,HR Onboarding Manager,Healthcare,14.7,395,0.4,Inactive
2411,Brian Parr,Social Media Coordinator,Facilities,15.2,1548,0.57,Active
2412,Cameron Edmunds,Wait Staff,Public Relations (PR),19.5,936,0.12,Active
2413,Michelle Rees,City Carrier Assistant,Pharmaceuticals,11.1,1623,0.21,Active
2414,Audrey Russell,Commercial Contracts Attorney,Retail,20.1,240,0.33,Inactive
2415,Eric Harris,IT Administrator,Legal,16.8,891,0.56,Active
2416,Joseph Howard,Marketing Copywriter,Pharmaceuticals,8.4,197,0.36,Active
2417,Lisa Lambert,Arborist,Educator & Education,24.5,654,0.3,Active
2418,Isaac Dyer,Pharmacist,Law enforcement / Security,21.2,388,0.26,Active
2419,Owen James,Banquet Server,Travel & Tourism,17.9,900,0.46,Inactive
2420,Connor Young,Unit Secretary,Pharmaceuticals,19.2,776,0.34,Inactive
2421,Frank Bailey,Assistant Project Manager,Corporate training,14.6,1417,0.53,Active
2422,Jan Robertson,Public Relations Specialist,IT and Development,10.2,1354,0.43,Active
2423,Olivia Duncan,COO,Real estate,17.3,1113,0.31,Inactive
2424,Dan Martin,Healthcare Administrator,IT and Development,22.6,1606,0.42,Inactive
2425,Julian May,Accounting Supervisor,Design,11.9,994,0.44,Active
2426,Connor Underwood,Resident Assistant,Public Relations (PR),24.3,1537,0.49,Active
2427,Michael Ince,Security Guard,Human Resources (HR),12.3,1611,0.11,Active
2428,Sue Jones,Biomedical Engineer,Pharmaceuticals,22.8,1882,0.4,Active
2429,Rose Ellison,Diversity Recruiter,Accounting,15.8,1318,0.29,Inactive
2430,Colin Hughes,Senior Software Engineer,Media,10.5,948,0.3,Active
2431,Heather Lambert,Training Facilitator,Design,10.7,896,0.43,Active
2432,Austin McGrath,Chemist,Production,11.9,954,0.35,Inactive
2433,Claire Walker,Chef,Legal,24.8,595,0.27,Active
2434,Colin Wilson,Chef de Partie,Real estate,16.4,1764,0.45,Inactive
2435,Virginia Paige,Neuropsychologist,Human Resources (HR),10.1,1452,0.44,Inactive
2436,Connor McDonald,Pest Control Technician,Legal,15.7,893,0.45,Inactive
2437,Jacob Harris,Event Coordinator,Pharmaceuticals,17.7,1275,0.28,Inactive
2438,Eric Parsons,Typist,Accounting,14.7,1478,0.12,Inactive
2439,Jennifer Cameron,External Auditor,Public Relations (PR),22.1,1460,0.15,Inactive
2440,Phil Ogden,Logistics Coordinator,Production,16.1,1454,0.2,Active
2441,Warren Hudson,Senior Backend Engineer,Pharmaceuticals,7.9,1876,0.35,Active
2442,Warren Gray,Talent Acquisition Specialist,Corporate training,7.9,1781,0.6,Active
2443,Ryan Jones,Plant Manager,Law enforcement / Security,14.0,1955,0.17,Active
2444,Frank Rampling,Mover,Law enforcement / Security,22.0,170,0.48,Inactive
2445,Blake Ellison,Cardiovascular Perfusionist,Legal,8.0,1400,0.35,Active
2446,Brandon Ross,Strategic Planner,Accounting,9.3,1534,0.51,Active
2447,Dominic Brown,Referral Coordinator,Engineering,21.3,1943,0.2,Active
2448,Sarah Gray,Restaurant Server,Accounting,11.0,1738,0.47,Active
2449,Molly Fisher,Sales Recruiter,Legal,5.9,342,0.33,Inactive
2450,Nicola Ellison,IT Manager,Production,14.4,849,0.49,Active
2451,Tracey Bond,Full Stack Developer,Travel & Tourism,13.5,1429,0.3,Active
2452,Alexandra Short,Site Reliability Engineer,Logistics,10.8,837,0.54,Inactive
2453,Melanie Sutherland,School Social Worker,Construction,8.1,235,0.26,Active
2454,Alison Ince,Health Information Technician,Human Resources (HR),13.4,789,0.5,Active
2455,Leah Mathis,Librarian,Accounting,16.1,933,0.56,Inactive
2456,Amy Peters,Patient Service Representative,Real estate,8.0,1851,0.51,Active
2457,Grace Brown,Church Administrator,IT and Development,9.7,1213,0.17,Inactive
2458,Nicola Bell,Mid-Market Account Executive,Marketing,16.0,1924,0.18,Active
2459,Keith Walker,Movie Makeup Artist,Finance,13.0,167,0.55,Active
2460,Diane Lawrence,Management Trainee,Public Relations (PR),24.2,1036,0.11,Inactive
2461,Karen Campbell,Shift Leader,Retail,22.4,1953,0.54,Active
2462,John Roberts,Pediatrician,Marketing,9.5,1713,0.49,Inactive
2463,Katherine Simpson,Video Game Designer,Healthcare,12.1,282,0.15,Active
2464,Dorothy McGrath,Lead Business Systems Analyst,Design,22.4,1155,0.38,Active
2465,Brandon Metcalfe,Talent Acquisition Director,Finance,7.8,1245,0.23,Inactive
2466,Hannah Greene,Desktop Support Engineer,Human Resources (HR),10.8,1463,0.14,Active
2467,Deirdre Hamilton,Optometrist,Administrative,24.3,1644,0.37,Inactive
2468,David Underwood,Sales Operations,Production,15.6,874,0.4,Active
2469,Theresa Rutherford,Community Liaison,Accounting,22.2,892,0.39,Active
2470,Mary Blake,Medical Coder,Real estate,17.9,1864,0.21,Inactive
2471,Leonard Nolan,IT Director,Corporate training,16.2,1936,0.31,Inactive
2472,Keith Edmunds,Nurse Anesthetist,Construction,9.1,1930,0.28,Inactive
2473,Tracey Langdon,Treasurer,Healthcare,15.7,847,0.35,Active
2474,Amanda Bower,Head of Finance,Logistics,5.4,320,0.4,Active
2475,Dan Oliver,Customer Service Manager,Travel & Tourism,20.7,1228,0.6,Active
2476,Joe Wallace,Insurance Agent,Real estate,13.6,1980,0.32,Inactive
2477,Virginia Jones,Database Developer,Design,5.6,1938,0.55,Active
2478,Diane Lawrence,Digital Marketing Strategist,Marketing,14.3,901,0.48,Inactive
2479,Olivia Taylor,Senior Performance Engineer,Administrative,14.1,195,0.52,Active
2480,Eric Jones,Guidance Counselor,Healthcare,21.3,168,0.34,Active
2481,Ian Newman,Accounting Intern,Logistics,11.0,1015,0.29,Inactive
2482,Justin Vaughan,Customer Service Trainer,Logistics,13.8,831,0.43,Inactive
2483,Charles Gill,Payroll Director,Pharmaceuticals,17.9,1970,0.46,Active
2484,Ruth Black,UX Researcher,Logistics,16.7,1540,0.15,Active
2485,Isaac Morrison,Litigation Paralegal,Sales,9.1,925,0.12,Active
2486,Trevor Lambert,Corporate Trainer,Sales,20.5,484,0.58,Active
2487,Leah Hughes,Legal,Healthcare,12.0,485,0.29,Active
2488,Emily Campbell,Neurologist,Marketing,7.3,722,0.52,Inactive
2489,Karen Mackenzie,Staff Writer,Educator & Education,14.5,743,0.28,Active
2490,Isaac Sanderson,Chemist,Sales,8.0,1611,0.29,Inactive
2491,Jonathan Greene,Engagement Manager,Finance,6.9,780,0.21,Inactive
2492,Lauren Morgan,Technical Trainer,IT and Development,21.1,1484,0.48,Inactive
2493,Sebastian Ross,Child Care Provider,Logistics,22.4,1082,0.37,Active
2494,Megan Skinner,Graphic Designer,Facilities,18.0,1217,0.13,Active
2495,Yvonne Kelly,Assistant Brand Manager,Healthcare,14.1,108,0.3,Active
2496,Sue Turner,Video Game Designer,Engineering,18.3,1243,0.35,Active
2497,Deirdre North,Petroleum Engineer,Educator & Education,16.3,1760,0.23,Inactive
2498,Alan Henderson,Senior HR Manager,Retail,17.4,189,0.5,Active
2499,Steven Hodges,Process Engineer,Pharmaceuticals,20.8,718,0.13,Active
2500,Audrey Paige,Catering Manager,Pharmaceuticals,12.6,1212,0.45,Active
2501,David Taylor,Junior Legal Counsel,Legal,7.3,1873,0.37,Active
2502,Ava Harris,Salesforce Administrator,Corporate training,9.4,928,0.56,Active
2503,Benjamin Clarkson,Product Marketing Manager,Accounting,5.8,1554,0.48,Inactive
2504,Leah Clarkson,Technical Training Manager,Production,11.5,195,0.45,Inactive
2505,Richard Cameron,Custodian,Human Resources (HR),7.2,1496,0.23,Active
2506,Jake Edmunds,Marketing Analyst,Educator & Education,21.5,484,0.43,Inactive
2507,Keith Chapman,Tax Preparer,Legal,16.3,470,0.18,Active
2508,Felicity Vance,Landscaper,Corporate training,19.6,1572,0.38,Active
2509,Matt James,Courtesy Clerk,Construction,5.5,646,0.43,Inactive
2510,Simon Smith,Sales Recruiter,Corporate training,15.7,915,0.47,Inactive
2511,Joseph Pullman,Tax Preparer,Law enforcement / Security,8.6,1998,0.2,Active
2512,Alexander Vance,Podiatrist,Retail,7.0,716,0.43,Inactive
2513,Victor Ross,Direct Care Worker,Customer service,5.2,387,0.46,Active
2514,John Scott,Order Entry,Real estate,10.0,601,0.2,Active
2515,Dorothy Slater,Marketing Analytics Associate,Facilities,7.7,1961,0.51,Inactive
2516,Sean Allan,Content Writer,Human Resources (HR),6.8,382,0.45,Inactive
2517,Owen Anderson,Demand Planning,Pharmaceuticals,6.4,1334,0.59,Inactive
2518,Natalie Duncan,HR Analyst,Accounting,11.9,337,0.25,Active
2519,Emma Manning,Direct Support Professional,Construction,12.1,1840,0.47,Inactive
2520,Abigail Simpson,Cloud Engineer,Public Relations (PR),10.8,119,0.31,Inactive
2521,Nathan Morgan,Sales Administrator,Educator & Education,7.2,103,0.17,Inactive
2522,Simon Mathis,Hair Salon Assistant Manager,Media,23.8,265,0.36,Active
2523,Bella Jackson,Chef,Production,11.1,966,0.41,Active
2524,Paul Mathis,Sales Associate,Marketing,11.0,715,0.59,Active
2525,Christian Payne,Private Equity Associate,Human Resources (HR),7.5,1891,0.46,Inactive
2526,Maria Russell,Personal Care Assistant,Retail,24.4,954,0.49,Active
2527,Mary Bailey,AI Engineer,Administrative,12.2,855,0.59,Inactive
2528,Colin Duncan,GDPR Data Protection Officer,Customer service,19.5,1501,0.37,Active
2529,Christian Wilkins,Sonographer,Public Relations (PR),20.9,837,0.39,Active
2530,Ian Poole,Cost Accountant,Accounting,12.7,414,0.54,Inactive
2531,Nicola Jackson,Training Facilitator,Human Resources (HR),25.0,1699,0.46,Active
2532,Heather Morrison,Nail Technician,Corporate training,12.9,1693,0.34,Inactive
2533,Faith Fisher,County Clerk,Marketing,7.7,436,0.52,Active
2534,Alan Wright,Phlebotomist,Real estate,14.7,1081,0.28,Inactive
2535,Maria Gill,Sous Chef,Retail,11.1,1829,0.56,Active
2536,Tim King,Surgical Technician,Pharmaceuticals,23.0,1257,0.19,Active
2537,Amanda King,Busser,Public Relations (PR),7.5,1686,0.27,Inactive
2538,Sam Gibson,IT Help Desk Technician,Retail,14.8,1987,0.32,Active
2539,Kimberly Gill,Tax Preparer,Law enforcement / Security,15.5,350,0.17,Inactive
2540,Sally Glover,Plumber,Real estate,13.9,1245,0.53,Inactive
2541,Ruth Bower,HR Operations Manager,Educator & Education,21.2,305,0.19,Inactive
2542,Cameron Nash,Direct Care Worker,Sales,9.6,1708,0.44,Active
2543,Richard Skinner,Appointment Setter,Human Resources (HR),5.4,1891,0.33,Active
2544,Irene Berry,Stage Manager,Human Resources (HR),14.5,1882,0.44,Active
2545,Jason Bond,Web Editor,Finance,10.0,876,0.38,Active
2546,Owen Harris,Quality Inspector,Logistics,13.7,697,0.29,Inactive
2547,Gavin Poole,President,IT and Development,15.1,1231,0.21,Active
2548,Ella Nash,Finance Clerk,Educator & Education,6.6,895,0.23,Active
2549,Karen Oliver,Salon Receptionist,Facilities,17.4,1560,0.24,Active
2550,Nathan Ince,Validation Engineer,Production,11.2,671,0.24,Inactive
2551,Paul Bond,UX Designer,Accounting,6.2,1924,0.1,Inactive
2552,Robert Langdon,Quality Engineer,Construction,7.2,1824,0.33,Inactive
2553,Dominic Butler,Senior Backend Developer,Hospitality,19.3,1418,0.13,Inactive
2554,Eric Lewis,Marketing Associate,Retail,10.2,923,0.43,Active
2555,Eric Slater,Headhunter,Finance,5.2,467,0.42,Inactive
2556,Liam Tucker,Marketing Officer,Sales,7.4,1078,0.38,Inactive
2557,Caroline Howard,Account Coordinator,Travel & Tourism,12.3,991,0.44,Active
2558,Owen Arnold,Operations Engineer,Facilities,12.6,295,0.52,Inactive
2559,Matt Slater,Sales Advisor,Customer service,20.7,446,0.11,Active
2560,Sally Hemmings,Brexit Project Manager,Human Resources (HR),10.9,109,0.33,Inactive
2561,Bernadette Wilkins,Software Developer,Finance,22.9,1155,0.43,Active
2562,Ava Lawrence,Dentist,Law enforcement / Security,23.2,1324,0.56,Inactive
2563,Gavin Mitchell,System Security Engineer,Retail,18.0,1084,0.5,Active
2564,Heather Davidson,IT Help Desk Technician,Educator & Education,10.5,240,0.38,Active
2565,Sean Ross,Tax Manager,Customer service,10.8,493,0.58,Inactive
2566,Elizabeth Powell,AI Operations Manager,IT and Development,14.5,395,0.31,Active
2567,Abigail Paterson,Telecommunications Specialist,Corporate training,5.6,1251,0.41,Active
2568,Una Ferguson,Brand Manager,Finance,19.7,1709,0.56,Active
2569,Warren Simpson,Photographer,Human Resources (HR),13.7,247,0.32,Active
2570,Lisa Black,Management Analyst,Production,6.1,1162,0.35,Inactive
2571,Faith Walsh,Beauty Specialist,Production,17.0,233,0.13,Active
2572,Alison Vance,Food Service Worker,Hospitality,16.0,1972,0.21,Active
2573,Mary White,Financial Analyst,Sales,21.4,1008,0.53,Inactive
2574,Carolyn Duncan,PPC (Pay Per Click) Manager,Engineering,13.7,1355,0.11,Inactive
2575,Alexandra Skinner,Logistics Administrator,Real estate,14.0,699,0.49,Active
2576,Brandon Berry,Construction Project Manager,Engineering,22.5,993,0.36,Inactive
2577,Owen Greene,Ophthalmologist,Finance,7.2,1095,0.56,Active
2578,Sam Vance,Patient Service Representative,Accounting,19.7,652,0.12,Inactive
2579,Harry Ross,Appliance Service Technician,Healthcare,17.7,596,0.38,Active
2580,Felicity Sharp,Nanny,Logistics,8.4,1386,0.59,Active
2581,Kevin Smith,Finance Clerk,Sales,17.0,107,0.28,Active
2582,Amelia Stewart,Beauty Advisor,Real estate,10.7,1297,0.36,Inactive
2583,Trevor Hemmings,Deputy Sheriff,Law enforcement / Security,23.9,1760,0.42,Active
2584,Rebecca Dickens,Media Director,Travel & Tourism,11.7,1589,0.21,Active
2585,Ava Cornish,Treasurer,IT and Development,14.6,343,0.17,Active
2586,Fiona Bell,Concrete Laborer,Logistics,11.1,1736,0.41,Inactive
2587,Brian Tucker,Senior Administrative Assistant,IT and Development,20.8,498,0.24,Inactive
2588,Pippa Wilkins,Director of Enterprise Sales,IT and Development,19.4,255,0.24,Inactive
2589,Claire Welch,Bridal Stylist,Retail,7.1,1056,0.2,Active
2590,Harry Randall,HRIS Administrator,Pharmaceuticals,14.3,1805,0.39,Active
2591,Richard Black,Contract Administrator,Accounting,21.6,481,0.55,Active
2592,Sue Baker,Porter,Marketing,12.1,953,0.57,Active
2593,Tim Walsh,Billing Specialist,Healthcare,15.3,823,0.41,Active
2594,Stephanie Baker,Personal Assistant to CEO,Legal,12.8,197,0.24,Inactive
2595,Claire Baker,Child Life Specialist,Marketing,10.2,658,0.4,Inactive
